YEAR,LOCATION,"STATE ANSI","ASD CODE","COUNTY ANSI","REFERENCE PERIOD",COMMODITY,"CONDITION in PCT POOR","CONDITION in PCT VERY POOR","CONDITION in PCT GOOD","CONDITION in PCT FAIR","CONDITION in PCT EXCELLENT","CONDITION, 5 YEAR AVG in PCT EXCELLENT","CONDITION, 5 YEAR AVG in PCT POOR","CONDITION, 5 YEAR AVG in PCT VERY POOR","CONDITION, 5 YEAR AVG in PCT GOOD","CONDITION, 5 YEAR AVG in PCT FAIR","CONDITION, PREVIOUS YEAR in PCT POOR","CONDITION, PREVIOUS YEAR in PCT EXCELLENT","CONDITION, PREVIOUS YEAR in PCT FAIR","CONDITION, PREVIOUS YEAR in PCT VERY POOR","CONDITION, PREVIOUS YEAR in PCT GOOD"
2017,"US TOTAL","  ","  ","   ","WEEK #25",CORN,6,2,55,25,12,15,7,3,51,24,4,16,20,1,59
2017,"US TOTAL","  ","  ","   ","WEEK #26",CORN,6,2,55,24,13,15,8,4,50,23,4,16,20,1,59
2017,"US TOTAL","  ","  ","   ","WEEK #27",CORN,7,3,52,25,13,15,9,5,48,23,4,18,19,1,58
2017,"US TOTAL","  ","  ","   ","WEEK #28",CORN,8,3,51,25,13,16,9,6,46,23,4,19,19,1,57
2017,"US TOTAL","  ","  ","   ","WEEK #29",CORN,8,4,49,26,13,16,10,6,45,23,4,19,19,1,57
2017,"US TOTAL","  ","  ","   ","WEEK #30",CORN,9,4,48,26,13,16,10,7,45,22,5,20,18,1,56
2017,"US TOTAL","  ","  ","   ","WEEK #31",CORN,9,4,47,27,13,16,10,7,45,22,5,20,19,2,54
2017,"US TOTAL","  ","  ","   ","WEEK #32",CORN,9,3,49,26,13,16,10,7,45,22,5,21,19,2,53
2017,"US TOTAL","  ","  ","   ","WEEK #33",CORN,9,3,48,26,14,16,11,7,44,22,5,21,18,2,54
2017,"US TOTAL","  ","  ","   ","WEEK #34",CORN,9,3,48,26,14,16,11,8,42,23,5,21,18,2,54
2017,"US TOTAL","  ","  ","   ","WEEK #35",CORN,9,4,48,26,13,15,11,8,43,23,5,20,19,2,54
2017,"US TOTAL","  ","  ","   ","WEEK #36",CORN,9,4,48,26,13,15,11,8,43,23,5,20,19,2,54
2017,"US TOTAL","  ","  ","   ","WEEK #37",CORN,9,4,48,26,13,16,10,8,43,23,5,20,19,2,54
2017,"US TOTAL","  ","  ","   ","WEEK #38",CORN,9,4,47,26,14,16,10,8,43,23,5,20,19,2,54
2017,"US TOTAL","  ","  ","   ","WEEK #39",CORN,9,3,49,25,14,16,11,8,42,23,6,20,19,2,53
2017,"US TOTAL","  ","  ","   ","WEEK #40",CORN,8,3,49,25,15," "," "," "," "," ",6,20,19,2,53
2017,"US TOTAL","  ","  ","   ","WEEK #41",CORN,8,3,50,24,15," "," "," "," "," ",5,20,19,2,54
2017,"US TOTAL","  ","  ","   ","WEEK #42",CORN,8,3,50,23,16," "," "," "," "," ",5,20,19,2,54
2017,"US TOTAL","  ","  ","   ","WEEK #43",CORN,8,3,50,23,16," "," "," "," "," "," "," "," "," "," "
2018,"US TOTAL","  ","  ","   ","WEEK #21",CORN,2,1,63,18,16,11,4,1,59,25,6,8,28,1,57
2018,"US TOTAL","  ","  ","   ","WEEK #22",CORN,2,1,61,19,17,12,4,1,59,24,5,10,26,1,58
2018,"US TOTAL","  ","  ","   ","WEEK #23",CORN,3,1,59,19,18,14,4,1,58,23,6,10,25,2,57
2018,"US TOTAL","  ","  ","   ","WEEK #24",CORN,3,1,59,18,19,15,5,1,56,23,6,12,25,2,55
2018,"US TOTAL","  ","  ","   ","WEEK #25",CORN,4,1,58,18,19,16,5,2,54,23,6,12,25,2,55
2018,"US TOTAL","  ","  ","   ","WEEK #26",CORN,4,2,55,18,21,16,5,2,55,22,6,13,24,2,55
2018,"US TOTAL","  ","  ","   ","WEEK #27",CORN,5,2,54,18,21,17,6,2,53,22,7,13,25,3,52
2018,"US TOTAL","  ","  ","   ","WEEK #28",CORN,6,3,51,19,21,18,6,2,52,22,8,13,25,3,51
2018,"US TOTAL","  ","  ","   ","WEEK #29",CORN,6,3,50,19,22,18,6,2,52,22,8,13,26,4,49
2018,"US TOTAL","  ","  ","   ","WEEK #30",CORN,6,3,50,19,22,18,7,2,51,22,9,13,26,4,48
2018,"US TOTAL","  ","  ","   ","WEEK #31",CORN,7,3,50,19,21,18,7,3,50,22,9,13,27,4,47
2018,"US TOTAL","  ","  ","   ","WEEK #32",CORN,7,3,50,20,20,18,7,3,50,22,9,13,26,3,49
2018,"US TOTAL","  ","  ","   ","WEEK #33",CORN,8,4,48,20,20,18,7,3,50,22,9,14,26,3,48
2018,"US TOTAL","  ","  ","   ","WEEK #34",CORN,8,4,47,20,21,18,7,3,49,23,9,14,26,3,48
2018,"US TOTAL","  ","  ","   ","WEEK #35",CORN,8,4,46,21,21,17,8,3,49,23,9,13,26,4,48
2018,"US TOTAL","  ","  ","   ","WEEK #36",CORN,8,4,47,20,21,17,8,3,49,23,9,13,26,4,48
2018,"US TOTAL","  ","  ","   ","WEEK #37",CORN,8,4,47,20,21,18,7,3,49,23,9,13,26,4,48
2018,"US TOTAL","  ","  ","   ","WEEK #38",CORN,8,4,47,19,22,18,7,3,49,23,9,14,26,4,47
2018,"US TOTAL","  ","  ","   ","WEEK #39",CORN,8,4,47,19,22,18,8,3,48,23,9,14,25,3,49
2018,"US TOTAL","  ","  ","   ","WEEK #40",CORN,8,4,47,20,21," "," "," "," "," ",8,15,25,3,49
2018,"US TOTAL","  ","  ","   ","WEEK #41",CORN,8,4,47,20,21,19,7,3,49,22,8,15,24,3,50
2018,"US TOTAL","  ","  ","   ","WEEK #42",CORN,8,4,48,20,20,20,7,3,48,22,8,16,23,3,50
2019,"US TOTAL","  ","  ","   ","WEEK #23",CORN,7,2,52,32,7,15,4,1,59,21,3,18,19,1,59
2019,"US TOTAL","  ","  ","   ","WEEK #24",CORN,8,2,52,31,7,16,4,1,57,22,3,19,18,1,59
2019,"US TOTAL","  ","  ","   ","WEEK #25",CORN,9,3,48,32,8,16,5,1,57,21,4,19,18,1,58
2019,"US TOTAL","  ","  ","   ","WEEK #26",CORN,9,3,47,32,9,17,5,2,55,21,4,21,18,2,55
2019,"US TOTAL","  ","  ","   ","WEEK #27",CORN,9,3,47,31,10,18,5,2,54,21,5,21,18,2,54
2019,"US TOTAL","  ","  ","   ","WEEK #28",CORN,9,3,48,30,10,18,6,2,53,21,6,21,19,3,51
2019,"US TOTAL","  ","  ","   ","WEEK #29",CORN,10,3,47,30,10,19,6,2,52,21,6,22,19,3,50
2019,"US TOTAL","  ","  ","   ","WEEK #30",CORN,9,3,47,30,11,19,6,2,52,21,6,22,19,3,50
2019,"US TOTAL","  ","  ","   ","WEEK #31",CORN,10,3,47,30,10,19,7,3,50,21,7,21,19,3,50
